IDKEY,RAW_SCHOOL_CODE,BLOCK_ID,BLOCK_NAME,BLOCK_YEAR_BUILT,WALL_2020,WALL_2021,WALL_2022,WALL_2023,WIRING_2020,WIRING_2021,WIRING_2022,WIRING_2023,PILLAR_2020,PILLAR_2021,PILLAR_2022,PILLAR_2023,PAINT_2020,PAINT_2021,PAINT_2022,PAINT_2023,ENROL_DIS20,TEACHER_DIS20,ENROL_DIS21,TEACHER_DIS21,ENROL_DIS22,TEACHER_DIS22,ENROL_JUN23,TEACHER_JUN23,SCHOOL_LEVEL,SCHOOL_CODE,SCHOOL_YEAR_BUILT,SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_GRADE,SCHOOL_TYPE_CODE,FUND,COORDINATE_XX,COORDINATE_YY,WALL_TREND,WALL_RATE,WALL_AVG,WIRING_TREND,WIRING_RATE,WIRING_AVG,PILLAR_TREND,PILLAR_RATE,PILLAR_AVG,PAINT_TREND,PAINT_RATE,PAINT_AVG,BUILDING_AGE,MAINTENANCE_RISK_SCORE,AGE_RISK_SCORE,TOTAL_RISK_SCORE,RISK_LEVEL,RISK_LABEL,RAPID_DETERIORATION,PREDICTED_ISSUES,ISSUE_IMPACTS,PRIMARY_ISSUE
sdv-id-mOYJeU,TBA3085,4,KANTIN,1977.0,2.0,1.0,1.0,1,1.0,1.0,1.0,2,,,1.0,1.0,1.0,,3.0,3,575,55,620,54,603,53,561,55,Rendah,TBA3079,10/05/1920,SEKOLAH KEBANGSAAN KAMPONG TENGAH,SK,A,101,SK,103.1574042,5.264444342,-1,-0.3,1.1,1,0.3,1.4000000000000001,0,0.0,1.0,2,0.7142857142857143,2.75,49.0,7.89,15,22.89,2,LOW,False,Paint (Rapid Deterioration),"{""Paint"": ""LOW""}",Paint
sdv-id-lwMzle,TEB3091,7,KANTIN,2003.0,,,1.0,2,2.0,,2.0,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1,1249,107,1155,110,1096,113,1131,108,Menengah,TEB3091,07/07/1951,SEKOLAH MENENGAH KEBANGSAAN TENGKU MUHAMMAD ISMAIL,SMK,A,201,SK,103.1610789,5.305491234,1,1.0,1.5714285714285716,-1,-0.2857142857142857,1.5000000000000002,1,0.3,1.4000000000000001,0,0.0,1.0,23.0,7.74,6,13.74,1,VERY_LOW,False,None,{},None
sdv-id-ftcPXZ,TBA3032,11,,1966.0,1.0,1.0,2.0,2,1.0,3.0,1.0,2,1.0,1.0,1.0,1.0,2.0,,1.0,1,853,95,1035,96,745,97,899,94,Rendah,TBA3036,02/16/1960,SEKOLAH KEBANGSAAN PULAU MANIS,SMK,A,103,SK,103.1354279,5.321857712,1,0.4,1.7000000000000002,1,0.1,1.8,0,0.0,1.0,-1,-0.35714285714285715,1.125,60.0,8.27,20,28.27,2,LOW,False,None,{},None
sdv-id-cKDnlm,TBA3041,1,KANTIN,2004.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,,2.0,1.0,3.0,1.0,1.0,1.0,1,463,50,564,52,373,53,471,52,Menengah,TBA3060,03/11/1956,SEKOLAH KEBANGSAAN BANGGOL KATONG,SK,A,101,SK,103.1139644,5.296394026,1,0.3,1.4000000000000001,0,0.0,1.0,1,0.5,2.111111111111111,0,0.0,1.0,22.0,11.13,6,17.130000000000003,2,LOW,True,Pillar (Deteriorating),"{""Pillar"": ""LOW""}",Pillar
sdv-id-hWgrWb,TBA3079,1,KARISMA,1999.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2,673,63,746,60,911,59,742,58,Rendah,TBA3085,01/15/1972,SEKOLAH KEBANGSAAN BUKIT LOSONG,SK,A,201,SK,103.151351,5.274281193,0,0.0,1.0,0,0.0,1.0,0,-0.2,1.4,1,0.4,1.7000000000000002,27.0,1.5,6,7.5,1,VERY_LOW,False,None,{},None
sdv-id-GLjEbY,TEB3091,14,KANTIN,1989.0,1.0,2.0,1.0,1,1.0,1.0,1.0,1,,,1.0,1.0,1.0,,1.0,1,611,63,528,64,380,65,453,62,Menengah,TEB3091,01/30/1970,SEKOLAH MENENGAH KEBANGSAAN CHENDERING,SK,A,101,SK,103.1638318,5.272964551,0,-0.1,1.2000000000000002,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,37.0,0.0,10,10.0,1,VERY_LOW,False,None,{},None
sdv-id-YwNzsg,TBA3018,12,KANTIN,1988.0,,2.0,1.0,1,,2.0,2.0,1,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1,343,33,380,34,339,34,368,33,Rendah,TBA3019,10/25/1962,SEKOLAH KEBANGSAAN BANGGOL KATONG,SK,A,101,SK,103.165669,5.319014624,-1,-0.5,1.2222222222222223,-1,-0.5,1.5555555555555554,0,0.2,1.6,0,-0.1,1.2000000000000002,38.0,2.93,10,12.93,1,VERY_LOW,False,None,{},None
sdv-id-FqCFew,TBB3088,9,E,1967.0,1.0,2.0,1.0,1,,,5.0,4,2.0,,2.0,1.0,1.0,,1.0,1,837,81,840,79,1044,79,861,78,Rendah,TBB3089,10/07/1944,SEKOLAH KEBANGSAAN TELUK MENARA,SMK,B,201,SK,103.1669156,5.303617994,0,-0.1,1.2000000000000002,-1,-1.0,4.428571428571429,-1,-0.2857142857142857,1.5000000000000002,0,0.0,1.0,59.0,22.41,20,42.41,3,MEDIUM,False,Wiring (Improving),"{""Wiring"": ""MEDIUM""}",Wiring
sdv-id-byNYbL,TBA3029,11,KANTIN SEKOLAH,1974.0,1.0,,1.0,1,,,3.0,1,,3.0,1.0,1.0,1.0,1.0,2.0,1,1652,121,1531,122,1469,124,1487,125,Rendah,TBA3029,06/23/1939,SEKOLAH KEBANGSAAN TOK DIR,SK,A,101,SK,103.1264454,5.30155084,0,0.0,1.0,-2,-2.0,1.857142857142857,-2,-1.0,1.4444444444444446,0,0.1,1.3,52.0,1.58,20,21.58,2,LOW,False,None,{},None
sdv-id-ZDrTrr,TBA3099,14,KANTIN,2003.0,,,2.0,1,1.0,2.0,2.0,1,1.0,3.0,,3.0,,3.0,1.0,1,529,72,691,73,521,74,605,74,Rendah,TBA3095,11/11/1954,SEKOLAH KEBANGSAAN KEDAI BULOH,SK,A,101,SK,103.1317613,5.29755259,-1,-1.0,1.4285714285714286,0,0.0,1.5,2,0.5714285714285714,2.7142857142857144,-2,-1.0,1.4444444444444446,23.0,14.21,6,20.21,2,LOW,True,Pillar (Rapid Deterioration),"{""Pillar"": ""MEDIUM""}",Pillar
sdv-id-ocvyzC,TBA3065,8,D(KANTIN),1988.0,1.0,1.0,1.0,2,,2.0,1.0,1,1.0,1.0,1.0,1.0,,1.0,5.0,1,401,31,605,33,757,32,601,31,Rendah,TBA3077,08/26/1996,SEKOLAH KEBANGSAAN KESOM,SK,A,101,SK,103.0966433,5.267221036,1,0.3,1.4000000000000001,-1,-0.5,1.2222222222222223,0,0.0,1.0,0,0.0,2.3333333333333335,38.0,2.56,10,12.56,1,VERY_LOW,False,None,{},None
sdv-id-WqlOGX,TBA3077,9,KANTIN,1993.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1,212,25,322,25,323,25,299,24,Rendah,TBA3077,09/21/1998,SEKOLAH KEBANGSAAN BANGGOL PERADONG,SK,B,101,SK,103.081526,5.279408848,0,0.0,1.0,0,0.0,1.0,0,0.4,2.2,0,-0.1,1.2000000000000002,33.0,1.35,10,11.35,1,VERY_LOW,False,None,{},None
sdv-id-CYnYSx,TBA3038,21,KANTIN,1993.0,1.0,3.0,1.0,2,2.0,,1.0,1,1.0,3.0,1.0,1.0,1.0,,1.0,1,1520,131,1644,127,1577,130,1507,134,Rendah,TBA3038,04/27/1932,SEKOLAH KEBANGSAAN KEBOR AYER,SK,A,101,SK,103.1655401,5.283631262,1,0.1,1.8,-1,-0.35714285714285715,1.125,0,-0.2,1.4,0,0.0,1.0,33.0,3.01,10,13.01,1,VERY_LOW,False,None,{},None
sdv-id-anRbjH,TBA3016,8,KANTIN,1993.0,1.0,1.0,1.0,1,3.0,3.0,2.0,1,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1,571,44,564,50,480,47,603,48,Rendah,TBA3018,03/09/1972,SEKOLAH KEBANGSAAN PALOH,SMK,B,101,SK,103.0584787,5.282397023,0,0.0,1.0,-2,-0.7,1.9,0,0.0,1.0,-1,-0.2,1.4,33.0,1.58,10,11.58,1,VERY_LOW,False,None,{},None
sdv-id-IiSJAo,TBB3089,5,D(KANTIN),1979.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,2.0,1.0,,1,229,33,290,32,304,31,274,31,Rendah,TBB3090,12/27/1957,SEKOLAH MENENGAH KEBANGSAAN PADANG MIDIN,SK,A,206,SBK,103.0702533,5.31852121,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,-1,-0.2857142857142857,1.1428571428571428,47.0,0.0,15,15.0,2,LOW,False,None,{},None
sdv-id-pSTiXg,TEB3093,7,,1997.0,2.0,1.0,1.0,1,1.0,1.0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,491,63,837,55,740,54,631,51,Rendah,TEB3093,06/03/1919,SMA SULTAN ZAINAL ABIDIN LADANG,SK,A,209,SBK,103.1245115,5.287354688,-1,-0.3,1.1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,29.0,0.0,6,6.0,1,VERY_LOW,False,None,{},None
sdv-id-ITIaDl,TBA3009,9,BLOK KANTIN,1997.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,,1.0,1.0,1.0,2.0,1.0,1,577,60,492,58,525,60,541,60,Rendah,TBA3009,07/27/1967,SEKOLAH KEBANGSAAN PALOH,SK,A,101,SK,103.1532609,5.303197406,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,-0.1,1.2000000000000002,29.0,0.0,6,6.0,1,VERY_LOW,False,None,{},None
sdv-id-fBcnTt,TFT3004,27,KANTIN SEKOLAH,1986.0,,,2.0,1,1.0,,1.0,1,2.0,,2.0,1.0,1.0,1.0,,1,336,50,426,49,419,51,373,51,Menengah,TFT3004,01/14/1990,SMA SULTAN ZAINAL ABIDIN LADANG,SM SABK,B,201,SK,103.1593692,5.257679692,-1,-1.0,1.4285714285714286,0,0.0,1.0,-1,-0.2857142857142857,1.5000000000000002,0,0.0,1.0,40.0,1.35,15,16.35,2,LOW,False,None,{},None
sdv-id-oFFEKm,TBB3089,11,D(KANTIN),1980.0,,1.0,2.0,1,1.0,1.0,4.0,1,,1.0,1.0,1.0,2.0,1.0,1.0,1,214,37,255,37,238,35,231,33,Menengah,TBB3090,06/02/1931,SEKOLAH MENENGAH KEBANGSAAN PADANG MIDIN,SK,A,201,SK,103.0658023,5.311665625,0,0.0,1.3333333333333335,0,0.3,1.9,0,0.0,1.0,-1,-0.3,1.1,46.0,1.58,15,16.58,2,LOW,False,None,{},None
sdv-id-vrOopD,TBA3102,8,,2007.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,504,41,611,43,412,43,567,42,Rendah,TBB3088,05/28/2000,SEKOLAH KEBANGSAAN BUKIT LOSONG,SK,B,101,SK,103.1285752,5.285946974,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.1,1.3,19.0,0.0,3,3.0,1,VERY_LOW,False,None,{},None
sdv-id-fMTnoD,TEA3117,5,KANTIN,1966.0,,2.0,1.0,1,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,,1.0,1.0,1,1099,109,1083,110,1168,111,1121,109,Menengah,TEA3119,01/24/1940,SEKOLAH MENENGAH KEBANGSAAN SERI NILAM,SJKC,A,201,SK,103.1664855,5.288283028,-1,-0.5,1.2222222222222223,0,0.1,1.3,0,0.0,1.0,0,0.0,1.0,60.0,0.0,20,20.0,2,LOW,False,None,{},None
sdv-id-eMVIOp,TBA3095,6,KANTIN,1967.0,1.0,,1.0,2,,2.0,2.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,323,34,364,35,357,34,405,33,Menengah,TBA3099,05/20/1945,SEKOLAH KEBANGSAAN BUKIT BAYAS,SMK,B,206,SK,103.0930357,5.325846153,1,0.2857142857142857,1.5000000000000002,1,0.5,2.4444444444444446,0,0.0,1.0,0,0.0,1.0,59.0,13.53,20,33.53,3,MEDIUM,True,Wiring (Deteriorating),"{""Wiring"": ""MEDIUM""}",Wiring
sdv-id-hHCkCT,TBA3032,7,KANTIN,1967.0,,1.0,5.0,2,,2.0,1.0,1,,5.0,1.0,1.0,2.0,1.0,1.0,1,616,58,633,58,797,59,661,58,Menengah,TBA3029,08/25/1970,SEKOLAH KEBANGSAAN GELUGOR,SMK,A,101,SK,103.1244042,5.280471284,1,0.5,2.7777777777777777,-1,-0.5,1.2222222222222223,-4,-2.0,1.888888888888889,-1,-0.3,1.1,59.0,6.17,20,26.17,2,LOW,False,None,{},None
sdv-id-XHIqHO,TBB3089,7,KANTIN,2000.0,1.0,1.0,1.0,1,1.0,2.0,,1,1.0,3.0,1.0,1.0,1.0,,1.0,2,1184,85,1045,86,880,91,987,89,Menengah,TBB3088,04/02/1991,SEKOLAH KEBANGSAAN PADANG HILIRAN,SMK,A,101,SK,103.1581639,5.267045695,0,0.0,1.0,0,-0.07142857142857141,1.2857142857142856,0,-0.2,1.4,1,0.2857142857142857,1.5000000000000002,26.0,1.5,6,7.5,1,VERY_LOW,False,None,{},None
sdv-id-JRiFmr,TBA3011,7,,1962.0,2.0,2.0,,1,,2.0,2.0,2,,1.0,2.0,1.0,1.0,,,1,245,25,411,26,352,26,347,27,Rendah,TBA3011,02/12/1933,SEKOLAH KEBANGSAAN SERI NILAM,SK,A,201,SK,103.09241,5.284709632,-1,-0.35714285714285715,1.4285714285714284,0,0.0,2.0,0,0.0,1.3333333333333335,0,0.0,1.0,64.0,4.21,20,24.21,2,LOW,False,None,{},None
sdv-id-Esadim,TBA3008,8,KANTIN,1999.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,275,39,386,37,400,37,331,36,Rendah,TBA3008,05/06/1961,SEKOLAH KEBANGSAAN PASIR PANJANG,SK,B,101,SK,103.1280441,5.326819456,0,0.0,1.0,0,0.0,1.0,0,0.1,1.3,0,0.0,1.0,27.0,0.0,6,6.0,1,VERY_LOW,False,None,{},None
sdv-id-UbNfWJ,TBC3094,11,BLOK KANTIN,2010.0,1.0,1.0,2.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,551,78,721,77,854,70,781,70,Menengah,TEA3083,06/08/1989,SEKOLAH MENENGAH KEBANGSAAN SERI BUDIMAN,SK,A,201,SK,103.1061797,5.288676083,1,0.4,1.7000000000000002,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,16.0,3.01,3,6.01,1,VERY_LOW,False,None,{},None
sdv-id-MdFYvF,TBB3088,6,KANTIN,1993.0,1.0,1.0,2.0,1,4.0,4.0,4.0,4,,1.0,1.0,1.0,1.0,1.0,1.0,1,445,58,651,58,635,58,518,57,Rendah,TBB3090,12/22/1992,SEKOLAH MENENGAH KEBANGSAAN SERI BUDIMAN,SK,A,201,SK,103.1393276,5.306862089,0,0.1,1.3,0,0.0,4.0,0,0.0,1.0,0,0.0,1.0,33.0,21.05,10,31.05,3,MEDIUM,False,Wiring,"{""Wiring"": ""MEDIUM""}",Wiring
sdv-id-mczoUa,TBA3025,7,KANTIN,1971.0,1.0,1.0,1.0,5,1.0,1.0,1.0,1,,,1.0,2.0,2.0,1.0,,1,197,17,227,18,189,19,199,19,Rendah,TBA3020,01/28/1932,SEKOLAH KEBANGSAAN RENGAS BEKAH,SK,A,201,SK,103.1079768,5.249591851,4,1.2,2.6,0,0.0,1.0,1,1.0,1.5714285714285716,-1,-0.2857142857142857,1.1428571428571428,55.0,20.15,20,40.15,3,MEDIUM,True,Wall (Rapid Deterioration),"{""Wall"": ""MEDIUM""}",Wall
sdv-id-HzPuUB,TEB3091,27,KANTIN,1963.0,2.0,,2.0,2,1.0,1.0,2.0,1,,1.0,1.0,1.0,2.0,2.0,1.0,1,840,99,825,96,869,97,782,92,Menengah,TEB3092,07/06/1939,SEKOLAH MENENGAH SAINS KUALA TERENGGANU,SMK,A,102,SK,103.1595452,5.27500618,0,0.0,2.0,0,0.1,1.3,0,0.0,1.0,-1,-0.4,1.3000000000000003,63.0,2.41,20,22.41,2,LOW,False,None,{},None
sdv-id-ftpbiU,TBA3079,4,KANTIN,2010.0,1.0,1.0,1.0,1,2.0,2.0,1.0,1,,,2.0,1.0,2.0,1.0,,1,189,29,246,33,205,32,217,34,Menengah,TBA3089,05/01/2003,SEKOLAH KEBANGSAAN SERI BUDIMAN,SK,A,101,SK,103.0283489,5.261765883,0,0.0,1.0,-1,-0.4,1.3000000000000003,-1,-1.0,1.4285714285714286,-1,-0.2857142857142857,1.1428571428571428,16.0,0.0,3,3.0,1,VERY_LOW,False,None,{},None
sdv-id-ahNGMT,TEA3110,4,KANTIN,1979.0,2.0,1.0,,1,,3.0,,2,2.0,1.0,,1.0,,1.0,,1,335,20,372,21,238,22,288,21,Menengah,TEA3117,06/28/1942,SEKOLAH MENENGAH KEBANGSAAN BELARA,SMK,A,101,SK,103.1644589,5.275872538,-1,-0.2857142857142857,1.1428571428571428,-1,-0.5,2.333333333333333,-1,-0.2857142857142857,1.1428571428571428,0,0.0,1.0,47.0,4.21,15,19.21,2,LOW,False,None,{},None
sdv-id-QfrlAY,TBA3079,5,KANTIN,1995.0,2.0,1.0,1.0,1,1.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,,2,160,15,181,16,171,16,164,16,Menengah,TBA3085,01/31/1941,SEKOLAH KEBANGSAAN KEBOR BESAR,SMK,A,102,SK,103.0684612,5.327558664,-1,-0.3,1.1,0,-0.1,1.2000000000000002,0,0.0,1.0,1,0.2857142857142857,1.857142857142857,31.0,1.5,10,11.5,1,VERY_LOW,False,None,{},None
sdv-id-kLcnwc,TBA3065,7,KANTIN,1978.0,1.0,1.0,1.0,1,2.0,,2.0,2,,1.0,1.0,2.0,1.0,2.0,1.0,1,465,35,605,38,441,38,560,39,Menengah,TBA3085,03/30/1958,SEKOLAH KEBANGSAAN KEBOR AYER,SK,A,201,SK,103.1327432,5.282984499,0,0.0,1.0,0,0.0,2.0,1,0.5,1.4444444444444444,0,-0.1,1.2000000000000002,48.0,7.37,15,22.37,2,LOW,True,None,{},None
sdv-id-XIHPLD,TEB3093,21,KANTIN,2011.0,,1.0,1.0,1,1.0,1.0,,1,1.0,,1.0,2.0,,1.0,1.0,1,747,115,858,110,984,112,879,106,Menengah,TFT3001,07/04/1999,SEKOLAH MENENGAH IMTIAZ YAYASAN TERENGGANU-KUALA TERENGGANU,SMK,A,101,SK,103.1453527,5.287063466,0,0.0,1.0,0,0.0,1.0,1,0.2857142857142857,1.5000000000000002,0,0.0,1.0,15.0,4.51,3,7.51,1,VERY_LOW,False,None,{},None
sdv-id-nCuBBx,TEA3085,4,KANTIN SEKOLAH,1983.0,2.0,3.0,,1,1.0,2.0,2.0,2,2.0,2.0,,2.0,1.0,1.0,1.0,1,239,33,400,32,423,33,392,32,Menengah,TEA3088,06/04/1963,SEKOLAH MENENGAH KEBANGSAAN PADANG MIDIN,SK,A,201,SBK,103.1522505,5.235623915,-1,-0.42857142857142855,1.7142857142857144,1,0.3,1.9000000000000001,0,0.0,2.0,0,0.0,1.0,43.0,9.77,15,24.77,2,LOW,False,None,{},None
sdv-id-oBuhxI,TBA3041,5,KANTIN,1997.0,1.0,,1.0,1,1.0,1.0,4.0,1,,1.0,1.0,1.0,,1.0,1.0,1,748,77,1016,74,1082,69,1007,70,Rendah,TBA3038,10/08/1943,SEKOLAH KEBANGSAAN UNDANG,SK,B,101,SBK,103.115876,5.279938439,0,0.0,1.0,0,0.3,1.9,0,0.0,1.0,0,0.0,1.0,29.0,1.58,6,7.58,1,VERY_LOW,False,None,{},None
sdv-id-ecjzUt,TEA3110,4,KANTIN,1953.0,1.0,1.0,1.0,1,,,1.0,2,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2,1652,156,1664,155,1615,159,1570,153,Menengah,TEA3110,02/21/1918,SEKOLAH MENENGAH KEBANGSAAN CHENDERING,SM SABK,A,209,SK,103.1510979,5.335334792,0,0.0,1.0,1,1.0,1.5714285714285716,-2,-0.8,1.6,1,0.4,1.7000000000000002,73.0,8.12,20,28.119999999999997,2,LOW,True,None,{},None
sdv-id-FuJXHU,TBA3089,11,KANTIN,2001.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1,723,44,605,49,556,50,675,51,Menengah,TBA3090,01/03/1972,SEKOLAH KEBANGSAAN SERI BUDIMAN 2,SK,A,101,SK,103.1551042,5.269267725,0,0.0,1.0,0,0.0,1.0,1,0.2,1.6,0,0.0,1.0,25.0,4.51,6,10.51,1,VERY_LOW,False,None,{},None
sdv-id-MtCkpZ,TBA3062,11,KANTIN,2003.0,1.0,1.0,2.0,1,1.0,1.0,1.0,2,,1.0,1.0,1.0,2.0,2.0,1.0,1,464,29,397,29,281,29,367,27,Rendah,TBA3062,07/08/1975,SEKOLAH KEBANGSAAN KEBOR AYER,SK,A,101,SK,103.1548025,5.301764671,0,0.1,1.3,1,0.3,1.4000000000000001,0,0.0,1.0,-1,-0.4,1.3000000000000003,23.0,3.68,6,9.68,1,VERY_LOW,False,None,{},None
sdv-id-xnZfIA,TBB3088,11,,2009.0,,1.0,1.0,1,3.0,2.0,1.0,1,,1.0,1.0,1.0,1.0,2.0,1.0,1,922,87,1037,84,1191,83,1067,86,Menengah,TBB3090,06/27/1973,SEKOLAH KEBANGSAAN SULTAN SULAIMAN 2,SK,A,101,SK,103.1104817,5.28753372,0,0.0,1.0,-2,-0.7,1.4,0,0.0,1.0,0,-0.1,1.2000000000000002,17.0,0.0,3,3.0,1,VERY_LOW,False,None,{},None
sdv-id-qVJVTa,TFT3004,3,KANTIN,1951.0,1.0,2.0,1.0,1,3.0,2.0,,1,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1,1338,119,1006,125,1195,123,1128,124,Menengah,TFT3004,02/05/1952,SEKOLAH MENENGAH KEBANGSAAN AGAMA SHEIKH ABDUL MALEK,SMKA,A,209,SBK,103.160784,5.323965059,0,-0.1,1.2000000000000002,-2,-0.6428571428571428,1.5714285714285714,0,0.0,1.0,0,0.2,1.6,75.0,2.03,20,22.03,2,LOW,False,None,{},None
sdv-id-TlMtXw,TBA3099,7,,1967.0,1.0,1.0,1.0,1,1.0,2.0,5.0,2,1.0,1.0,1.0,1.0,1.0,1.0,,1,468,48,580,50,612,48,559,50,Rendah,TBB3089,10/19/1919,SEKOLAH KEBANGSAAN SULTAN SULAIMAN 1,SK,A,206,SK,103.0569934,5.319949295,0,0.0,1.0,1,0.6,2.8,0,0.0,1.0,0,0.0,1.0,59.0,8.42,20,28.42,2,LOW,True,None,{},None
sdv-id-iBbeZY,TEA3081,6,KANTIN,1999.0,1.0,2.0,2.0,1,2.0,1.0,2.0,1,,2.0,1.0,1.0,1.0,,,1,596,81,858,79,653,84,654,78,Rendah,TEA3083,02/26/1983,SEKOLAH MENENGAH KEBANGSAAN CHENDERING,SMK,A,103,SK,103.0891225,5.260613417,0,0.0,1.5,-1,-0.2,1.4,-1,-0.5,1.2222222222222223,0,0.0,1.0,27.0,0.9,6,6.9,1,VERY_LOW,False,None,{},None
sdv-id-xmLvNi,TEA3110,8,,1948.0,2.0,,2.0,1,,1.0,,4,2.0,,1.0,1.0,1.0,1.0,3.0,1,215,36,305,37,358,37,322,36,Menengah,TEA3110,07/13/1974,SEKOLAH MENENGAH KEBANGSAAN MEGAT PANJI ALAM,SJKC,A,201,SK,103.0724207,5.278565726,-1,-0.2857142857142857,1.5000000000000002,3,1.5,2.9999999999999996,-1,-0.35714285714285715,1.125,0,0.2,1.6,78.0,22.41,20,42.41,3,MEDIUM,True,Wiring (Rapid Deterioration),"{""Wiring"": ""MEDIUM""}",Wiring
sdv-id-HIZVuP,TBA3095,5,P,2001.0,1.0,1.0,,2,1.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,306,37,422,36,481,34,421,33,Rendah,TBA3092,05/19/1957,SEKOLAH MENENGAH KEBANGSAAN HAJI ABDUL RAHMAN LIMBONG,SK,A,201,SK,103.0528012,5.320403327,1,0.35714285714285715,1.5714285714285714,0,-0.1,1.2000000000000002,0,0.0,1.0,1,0.3,1.4000000000000001,25.0,4.06,6,10.059999999999999,1,VERY_LOW,False,None,{},None
sdv-id-YWOola,TFT3003,8,,1977.0,,1.0,2.0,1,,4.0,2.0,1,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1,760,68,816,63,1103,63,871,65,Rendah,TFT3003,08/11/1959,SMA SULTAN ZAINAL ABIDIN LADANG,SMK,A,209,SK,103.1588591,5.307926708,0,0.0,1.3333333333333335,-3,-1.5,1.9999999999999998,0,0.4,2.2,0,0.0,1.0,49.0,2.93,15,17.93,2,LOW,False,None,{},None
sdv-id-fArwiJ,TEA3088,4,KANTIN,1964.0,,2.0,2.0,1,2.0,1.0,1.0,3,,1.0,1.0,1.0,1.0,1.0,1.0,1,851,76,997,73,1158,76,1102,76,Menengah,TEA3110,11/27/1949,SEKOLAH MENENGAH KEBANGSAAN PADANG MIDIN,SK,A,201,SK,103.1589078,5.280854445,-1,-0.5,1.5555555555555554,1,0.3,1.9000000000000001,0,0.0,1.0,0,0.0,1.0,62.0,11.43,20,31.43,3,MEDIUM,False,Wiring (Deteriorating),"{""Wiring"": ""MEDIUM""}",Wiring
sdv-id-yWbQsI,TBA3016,9,KANTIN,1995.0,,,2.0,1,,1.0,3.0,3,,,5.0,3.0,,,1.0,3,176,24,291,24,211,24,246,23,Rendah,TBA3019,06/28/1951,SEKOLAH KEBANGSAAN GELUGOR,SK,A,101,SK,103.0906013,5.270481863,-1,-1.0,1.4285714285714286,2,1.0,2.5555555555555554,-2,-2.0,3.8571428571428577,2,2.0,2.1428571428571432,31.0,31.58,10,41.58,3,MEDIUM,True,"Wiring (Rapid Deterioration), Pillar (Improving), Paint (Rapid Deterioration)","{""Wiring"": ""MEDIUM"", ""Pillar"": ""MEDIUM"", ""Paint"": ""LOW""}",Wiring
sdv-id-TdXSPw,TEA3085,7,KANTIN,2008.0,,2.0,2.0,1,4.0,,,4,3.0,3.0,,2.0,,,2.0,1,507,68,973,63,848,67,848,64,Rendah,TEA3085,02/14/1994,SEKOLAH MENENGAH KEBANGSAAN SERI BUDIMAN,SK,A,101,SK,103.0754467,5.25106234,-1,-0.5,1.5555555555555554,0,0.0,4.0,-1,-0.3571428571428571,2.4285714285714284,-1,-1.0,1.4285714285714286,18.0,25.56,3,28.56,2,LOW,False,Wiring,"{""Wiring"": ""MEDIUM""}",Wiring
sdv-id-LdCUDy,TEB3091,6,KANTIN,1969.0,1.0,1.0,1.0,1,2.0,2.0,,3,,1.0,1.0,1.0,1.0,1.0,2.0,1,301,45,387,47,334,48,307,45,Menengah,TEB3091,05/01/1955,SEKOLAH MENENGAH SAINS KUALA TERENGGANU,SK,A,201,SK,103.1079306,5.320193328,0,0.0,1.0,1,0.3571428571428571,2.5714285714285716,0,0.0,1.0,0,0.1,1.3,57.0,13.68,20,33.68,3,MEDIUM,False,Wiring (Deteriorating),"{""Wiring"": ""MEDIUM""}",Wiring
